time_tag,A_FLUX,B_FLUX,A_QUALITY,B_QUALITY
2013-01-11 00:46:00,9.448663117669517e-09,2.9843710076852277e-07,0,0
2013-01-11 00:47:00,9.347086509959597e-09,3.2380220965777645e-07,0,0
2013-01-11 00:48:00,9.3910660359857e-09,3.194391817506905e-07,0,0
2013-01-11 00:49:00,1.0900130402552271e-08,2.854459763474264e-07,0,0
2013-01-11 00:50:00,9.764313869993742e-09,3.158504078889406e-07,0,0
2013-01-11 00:51:00,1.1560885745258314e-08,2.985004220705006e-07,0,0
2013-01-11 00:52:00,9.831449303109613e-09,2.920982751318694e-07,0,0
2013-01-11 00:53:00,1.0337719554401629e-08,3.21187787670332e-07,0,0
2013-01-11 00:54:00,1.1153334369287258e-08,3.276296557994919e-07,0,0
2013-01-11 00:55:00,1.1382619805738188e-08,3.291384414357153e-07,0,0
2013-01-11 00:56:00,1.1116952684795667e-08,2.91616445337766e-07,0,0
2013-01-11 00:57:00,1.1088677012166621e-08,3.015259962947199e-07,0,0
2013-01-11 00:58:00,1.0818608030427741e-08,3.044549515221825e-07,0,0
2013-01-11 00:59:00,1.0485481747282756e-08,3.2105888580542724e-07,0,0
2013-01-11 01:00:00,1.0681838664707518e-08,3.0546655850490766e-07,0,0
2013-01-11 01:01:00,1.0001843882270958e-08,3.0271885265639274e-07,0,0
2013-01-11 01:02:00,9.789171019790385e-09,2.9464887184790316e-07,0,0
2013-01-11 01:03:00,1.0289683055845818e-08,2.893060763124433e-07,0,0
2013-01-11 01:04:00,1.0128008271916197e-08,3.2267694377819093e-07,0,0
2013-01-11 01:05:00,1.0009242166915798e-08,3.243007367474164e-07,0,0
2013-01-11 01:06:00,1.0579976169561297e-08,3.078434108170486e-07,0,0
2013-01-11 01:07:00,1.0648477041439562e-08,3.095782786160513e-07,0,0
2013-01-11 01:08:00,1.0352749927236166e-08,3.1347661428515414e-07,0,0
2013-01-11 01:09:00,1.1144761945615434e-08,2.9094491272996666e-07,0,0
2013-01-11 01:10:00,9.780843441297182e-09,3.2069203027817706e-07,0,0
2013-01-11 01:11:00,1.0287759692550332e-08,3.37751513384611e-07,0,0
2013-01-11 01:12:00,9.978707661486447e-09,3.110565813711856e-07,0,0
2013-01-11 01:13:00,9.341135934122876e-09,3.4218337548983537e-07,0,0
2013-01-11 01:14:00,1.0358918893926622e-08,2.667801683566798e-07,0,0
2013-01-11 01:15:00,1.012326211364484e-08,3.3137663937395523e-07,0,0
2013-01-11 01:16:00,1.1047421276903757e-08,3.1578572132125745e-07,0,0
2013-01-11 01:17:00,1.0564495073788112e-08,3.041159375552455e-07,0,0
2013-01-11 01:18:00,9.92615814150536e-09,3.171246504622746e-07,0,0
2013-01-11 01:19:00,1.1436643578168506e-08,2.752731493109342e-07,0,0
2013-01-11 01:20:00,1.1042062950878006e-08,3.027556667346885e-07,0,0
2013-01-11 01:21:00,1.0759094706649307e-08,3.129394674091094e-07,0,0
2013-01-11 01:22:00,1.0145962639107845e-08,3.316826411597251e-07,0,0
2013-01-11 01:23:00,9.904385167729655e-09,2.9740674146903766e-07,0,0
2013-01-11 01:24:00,1.0155093867576767e-08,3.0456181369656494e-07,0,0
2013-01-11 01:25:00,1.1027121040599633e-08,3.018837760097836e-07,0,0
2013-01-11 01:26:00,1.1379576907030224e-08,3.273302360621788e-07,0,0
2013-01-11 01:27:00,1.1164225387474752e-08,3.1342869879943315e-07,0,0
2013-01-11 01:28:00,1.0178431817047688e-08,2.940065553996654e-07,0,0
2013-01-11 01:29:00,9.901459237972849e-09,3.2081138108603335e-07,0,0
2013-01-11 01:30:00,1.0389499882524169e-08,3.0344239159001055e-07,0,0
2013-01-11 01:31:00,9.501856076906886e-09,3.267291552351427e-07,0,0
2013-01-11 01:32:00,1.0454409271057645e-08,2.9413535238544323e-07,0,0
2013-01-11 01:33:00,1.0068762760053107e-08,3.1671901818735117e-07,0,0
2013-01-11 01:34:00,1.0179541879606946e-08,3.1047038802280555e-07,0,0
2013-01-11 01:35:00,9.666623137609726e-09,2.9059719699830246e-07,0,0
2013-01-11 01:36:00,1.0703922190149345e-08,3.231855871703444e-07,0,0
2013-01-11 01:37:00,9.942394096747066e-09,3.12201517484168e-07,0,0
2013-01-11 01:38:00,9.788122968289463e-09,3.1524620051314595e-07,0,0
2013-01-11 01:39:00,8.803282123710866e-09,3.0992221829619526e-07,0,0
2013-01-11 01:40:00,1.0545533776341663e-08,2.9264335364192105e-07,0,0
2013-01-11 01:41:00,1.1284363173473739e-08,3.1265683619192274e-07,0,0
2013-01-11 01:42:00,1.1459743630288632e-08,3.1126967367660784e-07,0,0
2013-01-11 01:43:00,1.0293534387618744e-08,3.0217662561979964e-07,0,0
2013-01-11 01:44:00,1.0038966293879766e-08,3.023699463001313e-07,0,0
2013-01-11 01:45:00,1.0576947195279403e-08,3.1487035515568066e-07,0,0
2013-01-11 01:46:00,9.97284357533767e-09,3.4377560821299244e-07,0,0
2013-01-11 01:47:00,1.0524843622313235e-08,3.167270935183467e-07,0,0
2013-01-11 01:48:00,1.0872739810835134e-08,3.120423224435986e-07,0,0
2013-01-11 01:49:00,1.1071546498114863e-08,3.246377339627941e-07,0,0
2013-01-11 01:50:00,1.0231668740807537e-08,2.9273121639315237e-07,0,0
2013-01-11 01:51:00,1.0136824833455658e-08,3.1657200024963123e-07,0,0
2013-01-11 01:52:00,1.0042768272992012e-08,3.1540064650124084e-07,0,0
2013-01-11 01:53:00,9.993273427906038e-09,3.543302217977838e-07,0,0
2013-01-11 01:54:00,1.0304176568588087e-08,3.0655559292938044e-07,0,0
2013-01-11 01:55:00,1.0745183178870432e-08,3.1960306652487607e-07,0,0
2013-01-11 01:56:00,1.1092521110901802e-08,3.152968174416288e-07,0,0
2013-01-11 01:57:00,1.0048797722783834e-08,2.9059875215055137e-07,0,0
2013-01-11 01:58:00,1.1271758979901535e-08,3.349637643198943e-07,0,0
2013-01-11 01:59:00,1.0405211330637804e-08,3.2618399771997374e-07,0,0
2013-01-11 02:00:00,1.035340934873466e-08,3.181792116041179e-07,0,0
2013-01-11 02:01:00,1.0141207642081994e-08,2.968132394335343e-07,0,0
2013-01-11 02:02:00,9.363533102941903e-09,3.3607209266371324e-07,0,0
2013-01-11 02:03:00,1.1054695774966017e-08,3.0344013226538466e-07,0,0
2013-01-11 02:04:00,1.0716318962868133e-08,3.2763724060162795e-07,0,0
2013-01-11 02:05:00,1.029603193689822e-08,3.4542165133014664e-07,0,0
2013-01-11 02:06:00,1.0470303630757172e-08,3.028609093587856e-07,0,0
2013-01-11 02:07:00,1.0811615748467077e-08,2.9924339141566537e-07,0,0
2013-01-11 02:08:00,9.786939835320236e-09,3.228988646586631e-07,0,0
2013-01-11 02:09:00,1.0408618964401118e-08,3.058066562534932e-07,0,0
2013-01-11 02:10:00,1.0915039684251561e-08,2.920763980356575e-07,0,0
2013-01-11 02:11:00,9.850762054142704e-09,3.239542139325433e-07,0,0
2013-01-11 02:12:00,1.0815861404574037e-08,2.935489224547512e-07,0,0
2013-01-11 02:13:00,9.886510656191693e-09,3.170563772846131e-07,0,0
2013-01-11 02:14:00,1.0928027889611559e-08,2.994266916200483e-07,0,0
2013-01-11 02:15:00,1.0565988682141483e-08,3.473866534129155e-07,0,0
2013-01-11 02:16:00,9.624595245115898e-09,2.970229152793633e-07,0,0
2013-01-11 02:17:00,1.1063266683678458e-08,2.976715614269395e-07,0,0
2013-01-11 02:18:00,1.003052862826251e-08,3.279069241942154e-07,0,0
2013-01-11 02:19:00,1.0216874332013841e-08,3.0094141326640725e-07,0,0
2013-01-11 02:20:00,1.0799357467861276e-08,3.268473417563226e-07,0,0
2013-01-11 02:21:00,1.1387699060944531e-08,3.364412088903431e-07,0,0
2013-01-11 02:22:00,1.0141360715092531e-08,2.908595499232939e-07,0,0
2013-01-11 02:23:00,1.073357858815276e-08,3.2625253544517027e-07,0,0
2013-01-11 02:24:00,1.0759606450650246e-08,3.1244989053110654e-07,0,0
2013-01-11 02:25:00,1.0849514014197214e-08,3.2847450310629555e-07,0,0
2013-01-11 02:26:00,1.077407154007124e-08,2.9974448253321763e-07,0,0
2013-01-11 02:27:00,1.0447723009900697e-08,2.998918894833843e-07,0,0
2013-01-11 02:28:00,1.0183157994872589e-08,3.2392599854663425e-07,0,0
2013-01-11 02:29:00,1.069016983323184e-08,3.2310163903981726e-07,0,0
2013-01-11 02:30:00,1.0087693030198326e-08,3.098433611118141e-07,0,0
2013-01-11 02:31:00,9.298704548939202e-09,3.206492429131761e-07,0,0
2013-01-11 02:32:00,1.097979720205842e-08,3.1010156914184745e-07,0,0
2013-01-11 02:33:00,1.1164856855864308e-08,3.173934534180432e-07,0,0
2013-01-11 02:34:00,9.523707739509375e-09,3.236856153878161e-07,0,0
2013-01-11 02:35:00,1.0154529198795462e-08,3.0983764976613926e-07,0,0
2013-01-11 02:36:00,1.0917788395069538e-08,3.4835858669887496e-07,0,0
2013-01-11 02:37:00,1.1860851637012789e-08,3.2749222226875047e-07,0,0
2013-01-11 02:38:00,1.0508062625116318e-08,2.9582791493351774e-07,0,0
2013-01-11 02:39:00,1.0364872087388392e-08,3.2881352818188596e-07,0,0
2013-01-11 02:40:00,1.042682076850078e-08,3.0715839722072637e-07,0,0
2013-01-11 02:41:00,1.1432700308124053e-08,3.3299990899818986e-07,0,0
2013-01-11 02:42:00,1.0226831423357609e-08,3.3561683564219443e-07,0,0
2013-01-11 02:43:00,1.0291171148507394e-08,3.0786626989748745e-07,0,0
2013-01-11 02:44:00,1.0398904907460905e-08,3.3904221668157193e-07,0,0
2013-01-11 02:45:00,1.0004055174631523e-08,3.162107269023354e-07,0,0
2013-01-11 02:46:00,1.0770669551534942e-08,3.3910767699249737e-07,0,0
2013-01-11 02:47:00,1.1511095065561259e-08,3.5013970387482073e-07,0,0
2013-01-11 02:48:00,1.0931378251049354e-08,3.1830946039028657e-07,0,0
2013-01-11 02:49:00,1.0539059382768349e-08,3.143265108706401e-07,0,0
2013-01-11 02:50:00,1.0560874710379384e-08,2.9948821814176704e-07,0,0
2013-01-11 02:51:00,9.780530214907751e-09,3.0402290165947103e-07,0,0
2013-01-11 02:52:00,1.1105700907834333e-08,3.177955810897872e-07,0,0
2013-01-11 02:53:00,1.0598195211963873e-08,3.221631867438867e-07,0,0
2013-01-11 02:54:00,1.0678386217261084e-08,3.338038398670379e-07,0,0
2013-01-11 02:55:00,1.2710470970047238e-08,3.300174256416882e-07,0,0
2013-01-11 02:56:00,1.0775482904049508e-08,3.182821823434045e-07,0,0
2013-01-11 02:57:00,1.0411184313264965e-08,3.4616094456461343e-07,0,0
2013-01-11 02:58:00,1.0258611906151653e-08,3.1080780486808944e-07,0,0
2013-01-11 02:59:00,1.1217642869723205e-08,3.659398290922865e-07,0,0
2013-01-11 03:00:00,1.0672428917900636e-08,3.3301987252269256e-07,0,0
2013-01-11 03:01:00,9.832125128727389e-09,3.061728026982718e-07,0,0
2013-01-11 03:02:00,1.1059183980917472e-08,3.041850792771774e-07,0,0
2013-01-11 03:03:00,1.0405888395417343e-08,3.2670407593211433e-07,0,0
2013-01-11 03:04:00,1.1750908383471091e-08,3.1044627497354104e-07,0,0
2013-01-11 03:05:00,1.1355667111016108e-08,3.3498204602841045e-07,0,0
2013-01-11 03:06:00,1.0557579177455087e-08,3.382520838010313e-07,0,0
2013-01-11 03:07:00,1.1464991770913489e-08,3.2078487467038093e-07,0,0
2013-01-11 03:08:00,1.0833990903756573e-08,3.0973177703446937e-07,0,0
2013-01-11 03:09:00,1.1195370477993465e-08,3.0201365684597364e-07,0,0
2013-01-11 03:10:00,1.0882391424843829e-08,3.086712345393074e-07,0,0
2013-01-11 03:11:00,1.0401352492619494e-08,3.448278232878603e-07,0,0
2013-01-11 03:12:00,1.03444257579792e-08,3.2678638947257615e-07,0,0
2013-01-11 03:13:00,1.1220806109492243e-08,3.1108439790875335e-07,0,0
2013-01-11 03:14:00,1.055312034559838e-08,3.2161969323538446e-07,0,0
2013-01-11 03:15:00,1.044611758972399e-08,3.3793197742167183e-07,0,0
2013-01-11 03:16:00,1.0211805773376433e-08,3.125802778838275e-07,0,0
2013-01-11 03:17:00,1.1022643225127273e-08,3.2799405306176977e-07,0,0
2013-01-11 03:18:00,1.196458979512854e-08,3.2493492126024685e-07,0,0
2013-01-11 03:19:00,1.0114377078341927e-08,3.037296716345763e-07,0,0
2013-01-11 03:20:00,1.073070933258372e-08,3.3482581597669887e-07,0,0
2013-01-11 03:21:00,1.1664581673412386e-08,3.329657657343468e-07,0,0
2013-01-11 03:22:00,1.0778844432752705e-08,3.3130754155347684e-07,0,0
2013-01-11 03:23:00,1.1228775917598908e-08,3.3514594462412986e-07,0,0
2013-01-11 03:24:00,1.0337988516996084e-08,3.0087477023106906e-07,0,0
2013-01-11 03:25:00,1.1128055845080531e-08,3.1014324196608766e-07,0,0
2013-01-11 03:26:00,1.0543781787151253e-08,3.316455868246142e-07,0,0
2013-01-11 03:27:00,1.140699905335729e-08,3.380860194926068e-07,0,0
2013-01-11 03:28:00,1.1442982855361881e-08,3.223395150991201e-07,0,0
2013-01-11 03:29:00,1.2227675998787684e-08,3.9322462967836754e-07,0,0
2013-01-11 03:30:00,1.1127939999804836e-08,3.2409857828787635e-07,0,0
2013-01-11 03:31:00,1.1068221710172576e-08,3.466123466922063e-07,0,0
2013-01-11 03:32:00,1.0954575096290976e-08,3.3932629768547695e-07,0,0
2013-01-11 03:33:00,1.0524728131808816e-08,3.368751460522895e-07,0,0
2013-01-11 03:34:00,1.1062897722212255e-08,3.1473855691450984e-07,0,0
2013-01-11 03:35:00,1.0584626525726781e-08,3.4314172174261076e-07,0,0
2013-01-11 03:36:00,1.092250275381446e-08,3.1719902164360745e-07,0,0
2013-01-11 03:37:00,1.1517900349220634e-08,3.234584085104485e-07,0,0
2013-01-11 03:38:00,1.0261818579782901e-08,3.1600871299689036e-07,0,0
2013-01-11 03:39:00,1.1528060738725447e-08,3.287412000083924e-07,0,0
2013-01-11 03:40:00,1.1452029390361523e-08,3.608769771288389e-07,0,0
2013-01-11 03:41:00,1.0952849380045876e-08,2.9999920191830897e-07,0,0
2013-01-11 03:42:00,9.55281713350689e-09,3.4431863960748567e-07,0,0
2013-01-11 03:43:00,1.0443109551877924e-08,3.0499907211414554e-07,0,0
2013-01-11 03:44:00,1.1591994946120744e-08,3.136581227223246e-07,0,0
2013-01-11 03:45:00,1.0877901777984879e-08,3.449460948177998e-07,0,0
2013-01-11 03:46:00,1.029618256105364e-08,3.1960852849861023e-07,0,0
2013-01-11 03:47:00,1.0560843079182416e-08,3.109067686822501e-07,0,0
2013-01-11 03:48:00,1.1345387617260554e-08,3.16000122220122e-07,0,0
2013-01-11 03:49:00,1.111876378803828e-08,3.271349657599995e-07,0,0
2013-01-11 03:50:00,1.0854308639470683e-08,3.0783847250488e-07,0,0
2013-01-11 03:51:00,1.0732918764465576e-08,3.275080704787583e-07,0,0
2013-01-11 03:52:00,1.0725272914528497e-08,3.2469074054489943e-07,0,0
2013-01-11 03:53:00,1.0265032111343124e-08,3.090397284395208e-07,0,0
2013-01-11 03:54:00,1.1758029289527466e-08,3.6437698031057695e-07,0,0
2013-01-11 03:55:00,1.0651692908084837e-08,3.3740318717202176e-07,0,0
2013-01-11 03:56:00,1.1438263223187599e-08,2.9338750996040373e-07,0,0
2013-01-11 03:57:00,1.1754076771358235e-08,3.250657305016753e-07,0,0
2013-01-11 03:58:00,1.1364172690584726e-08,3.204973507863355e-07,0,0
2013-01-11 03:59:00,1.069779211107883e-08,3.483948469370907e-07,0,0
2013-01-11 04:00:00,1.098095326500581e-08,3.109086980839491e-07,0,0
2013-01-11 04:01:00,1.1027324636944705e-08,3.211308264702688e-07,0,0
2013-01-11 04:02:00,1.0300821239216605e-08,3.3691673946372164e-07,0,0
2013-01-11 04:03:00,1.1072559279425051e-08,3.388254402037623e-07,0,0
2013-01-11 04:04:00,1.033159366430747e-08,3.0654852241164974e-07,0,0
2013-01-11 04:05:00,1.148550832360528e-08,3.2459856974426014e-07,0,0
2013-01-11 04:06:00,1.0714600058968268e-08,3.0916918775107123e-07,0,0
2013-01-11 04:07:00,1.0868322239215922e-08,3.225375971588084e-07,0,0
2013-01-11 04:08:00,1.1183764429432453e-08,3.5699368896248323e-07,0,0
2013-01-11 04:09:00,1.074674859505755e-08,3.3118265017153736e-07,0,0
2013-01-11 04:10:00,1.115182737509839e-08,3.062187606353562e-07,0,0
2013-01-11 04:11:00,1.060392295472738e-08,3.4183485637130676e-07,0,0
2013-01-11 04:12:00,1.145721249001373e-08,3.5466050183510936e-07,0,0
2013-01-11 04:13:00,1.0125893365446745e-08,3.5158792333167155e-07,0,0
2013-01-11 04:14:00,1.0889406989702878e-08,3.0315377109502374e-07,0,0
2013-01-11 04:15:00,1.1984412161551883e-08,3.213112921099043e-07,0,0
2013-01-11 04:16:00,1.0249709055182506e-08,3.5311421408792663e-07,0,0
2013-01-11 04:17:00,1.0719873747135472e-08,3.1055611370400024e-07,0,0
2013-01-11 04:18:00,1.1130067567363663e-08,3.3679454068218143e-07,0,0
2013-01-11 04:19:00,1.1086307538149364e-08,3.3872490330296257e-07,0,0
2013-01-11 04:20:00,1.1120483454380263e-08,3.1661457344924493e-07,0,0
2013-01-11 04:21:00,1.108012489238493e-08,3.1564554120561044e-07,0,0
2013-01-11 04:22:00,1.1261497628261579e-08,2.7784370647912784e-07,0,0
2013-01-11 04:23:00,1.161305866354441e-08,3.0800342860889376e-07,0,0
2013-01-11 04:24:00,1.112098699558904e-08,3.2546869128449177e-07,0,0
2013-01-11 04:25:00,1.0904063075304324e-08,3.100130183515425e-07,0,0
2013-01-11 04:26:00,1.139291306658543e-08,3.5183705503768324e-07,0,0
2013-01-11 04:27:00,1.2099117145812492e-08,3.0140651156014865e-07,0,0
2013-01-11 04:28:00,1.0802672528742108e-08,3.1994158667811433e-07,0,0
2013-01-11 04:29:00,1.029507467343175e-08,3.2534131214844657e-07,0,0
2013-01-11 04:30:00,1.1484581247745787e-08,3.5642459753760563e-07,0,0
2013-01-11 04:31:00,1.0879909615284349e-08,3.0322234074843006e-07,0,0
2013-01-11 04:32:00,9.857185801164265e-09,3.329208477327824e-07,0,0
2013-01-11 04:33:00,1.1184987937297946e-08,3.2616716943757925e-07,0,0
2013-01-11 04:34:00,1.0641215154992324e-08,3.0702453800788683e-07,0,0
2013-01-11 04:35:00,1.0898743629807566e-08,3.27478922555867e-07,0,0
2013-01-11 04:36:00,1.1089131902134286e-08,3.251103104164942e-07,0,0
2013-01-11 04:37:00,1.1169217296849638e-08,3.1891083754567e-07,0,0
2013-01-11 04:38:00,1.1374070736472866e-08,3.358993513478472e-07,0,0
2013-01-11 04:39:00,1.083389933216986e-08,3.2345882757200976e-07,0,0
2013-01-11 04:40:00,1.1202686339019112e-08,3.2703507616261844e-07,0,0
2013-01-11 04:41:00,1.089413767703607e-08,3.415723331104972e-07,0,0
2013-01-11 04:42:00,1.1518229823187765e-08,3.530859187291668e-07,0,0
2013-01-11 04:43:00,1.1417515470875961e-08,3.0515353280906195e-07,0,0
2013-01-11 04:44:00,1.033641633765186e-08,3.595595338142329e-07,0,0
2013-01-11 04:45:00,1.153269797143226e-08,2.891168872885806e-07,0,0
2013-01-11 04:46:00,1.0624576010045569e-08,3.2402501957561506e-07,0,0
2013-01-11 04:47:00,1.1450366153515058e-08,3.39096018901209e-07,0,0
2013-01-11 04:48:00,1.1222933543453261e-08,3.327050900504089e-07,0,0
2013-01-11 04:49:00,1.192313422038003e-08,3.164273367997183e-07,0,0
2013-01-11 04:50:00,1.0839053970643169e-08,3.2048878010734666e-07,0,0
2013-01-11 04:51:00,1.0563606609778236e-08,3.2369725716915345e-07,0,0
2013-01-11 04:52:00,1.1090124303788056e-08,3.1256644427586165e-07,0,0
2013-01-11 04:53:00,1.0741732709532852e-08,3.468804953041157e-07,0,0
2013-01-11 04:54:00,1.1411874038062229e-08,3.296826238516006e-07,0,0
2013-01-11 04:55:00,1.007841904047344e-08,3.1385014868740644e-07,0,0
2013-01-11 04:56:00,1.0513562811110479e-08,3.366404969878904e-07,0,0
2013-01-11 04:57:00,1.0108998768372575e-08,3.3146623758640546e-07,0,0
2013-01-11 04:58:00,1.1495738024029144e-08,3.474362622464165e-07,0,0
2013-01-11 04:59:00,1.1933565114452375e-08,3.4204947933269293e-07,0,0
2013-01-11 05:00:00,1.0863676163960156e-08,3.2051934432042803e-07,0,0
2013-01-11 05:01:00,1.1047714448283666e-08,3.2254142031588335e-07,0,0
2013-01-11 05:02:00,1.0918128852074772e-08,3.360604279014599e-07,0,0
2013-01-11 05:03:00,1.170276909721306e-08,3.3762772067619686e-07,0,0
2013-01-11 05:04:00,1.050907927240059e-08,3.248707814693312e-07,0,0
2013-01-11 05:05:00,1.1229259750348652e-08,3.377362903055631e-07,0,0
2013-01-11 05:06:00,1.1454147612937886e-08,3.4490880503291e-07,0,0
2013-01-11 05:07:00,1.117870867794411e-08,3.2408136068927474e-07,0,0
2013-01-11 05:08:00,1.1188710254901027e-08,3.4283272011241464e-07,0,0
2013-01-11 05:09:00,1.1581412739948784e-08,3.351025680123068e-07,0,0
2013-01-11 05:10:00,9.434298303192265e-09,3.2368190552601204e-07,0,0
2013-01-11 05:11:00,1.1301943937785995e-08,3.514833753717152e-07,0,0
2013-01-11 05:12:00,1.0663756129148326e-08,3.5463551839775037e-07,0,0
2013-01-11 05:13:00,1.0102687526391696e-08,3.3996272357632716e-07,0,0
2013-01-11 05:14:00,1.1196461679056773e-08,3.4394694395149697e-07,0,0
2013-01-11 05:15:00,1.1470254626401489e-08,3.203752305757512e-07,0,0
2013-01-11 05:16:00,1.0958918952348401e-08,3.4444517888629316e-07,0,0
2013-01-11 05:17:00,1.1396515764564122e-08,3.1499125135148937e-07,0,0
2013-01-11 05:18:00,1.1703780686488325e-08,3.3302551411191147e-07,0,0
2013-01-11 05:19:00,1.144741329732368e-08,3.2957561967858256e-07,0,0
2013-01-11 05:20:00,1.2005082720673333e-08,3.320772804481538e-07,0,0
2013-01-11 05:21:00,1.1413879873389764e-08,3.4165356113777615e-07,0,0
2013-01-11 05:22:00,1.1005396263848376e-08,3.1749293034343216e-07,0,0
2013-01-11 05:23:00,1.0280326414415933e-08,3.7236143545684997e-07,0,0
2013-01-11 05:24:00,1.0917217434227003e-08,3.087028379756065e-07,0,0
2013-01-11 05:25:00,1.069647082334349e-08,3.068525506851745e-07,0,0
2013-01-11 05:26:00,1.2109877149869054e-08,3.454650815427281e-07,0,0
2013-01-11 05:27:00,1.0890114409367179e-08,3.4715679636499694e-07,0,0
2013-01-11 05:28:00,1.0896647163552465e-08,3.446653902370056e-07,0,0
2013-01-11 05:29:00,1.1275347605889389e-08,3.425097895252956e-07,0,0
2013-01-11 05:30:00,1.0990702505176048e-08,3.354628623357621e-07,0,0
2013-01-11 05:31:00,1.2027021179908608e-08,3.094065669248361e-07,0,0
2013-01-11 05:32:00,1.0660268184662103e-08,3.393684838754276e-07,0,0
2013-01-11 05:33:00,1.1163017258477845e-08,3.264324627924554e-07,0,0
2013-01-11 05:34:00,1.0663388212178602e-08,3.499673832587406e-07,0,0
2013-01-11 05:35:00,1.0507459787612165e-08,3.363177210049885e-07,0,0
2013-01-11 05:36:00,1.0631881069170448e-08,3.0821880154498903e-07,0,0
2013-01-11 05:37:00,1.0880625837342923e-08,3.21971741028674e-07,0,0
2013-01-11 05:38:00,1.0786597832768045e-08,3.330696717353406e-07,0,0
2013-01-11 05:39:00,1.0541495454365315e-08,3.2431617848565565e-07,0,0
2013-01-11 05:40:00,1.0397825245993127e-08,3.1135075707588376e-07,0,0
2013-01-11 05:41:00,1.092272944504553e-08,3.377311961499274e-07,0,0
2013-01-11 05:42:00,1.0143428104277283e-08,3.408283190796335e-07,0,0
2013-01-11 05:43:00,1.1376167136274968e-08,3.2513837992716804e-07,0,0
2013-01-11 05:44:00,1.1114903689633339e-08,3.236681717198021e-07,0,0
2013-01-11 05:45:00,1.0209158890791724e-08,3.2884883341744996e-07,0,0
